Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary
Milanesi,676,Spain,Male,36,1,82729.49,1,0,113810.12
Chia,613,France,Female,45,9,142765.24,1,0,34749.65
Gearhart,713,France,Female,25,4,121172.97,1,1,56268.98
McLean,751,France,Female,28,10,132932.14,1,1,46630.47
Williamson,523,France,Male,22,8,123374.46,1,1,124906.59
Murphy,775,France,Female,74,0,161371.5,1,1,134869.93
Angelo,608,Spain,Male,45,4,0,0,0,36697.48
Thomson,673,France,Male,51,8,79563.36,1,1,172200.91
Murray,616,France,Male,46,2,0,1,0,137136.46
Kirby,650,France,Female,48,7,138232.24,1,0,57594.78
Lane,655,France,Female,41,5,0,0,0,36548
Bergamaschi,782,France,Female,53,1,81571.05,1,0,182960.46
Yang,781,Spain,Male,35,1,0,0,0,42117.9
Mills,593,France,Female,33,0,95927.04,1,0,199478.05
Chidubem,505,Spain,Male,35,8,116932.59,1,0,91092.84
Findlay,707,France,Male,40,1,0,1,0,14090.4
Wood,692,France,Female,36,3,79551.12,0,1,178267.07
Boyle,813,France,Male,30,1,116416.94,0,1,85808.22
Toscano,850,Spain,Male,37,4,88141.1,1,0,109659.12
Seccombe,753,France,Male,32,6,177729.13,1,1,161642.08
Uspenskaya,850,Spain,Female,32,5,0,1,1,3830.59
McKenzie,671,Spain,Male,32,6,123912.78,1,1,146636.44
Liang,791,France,Female,33,3,0,1,1,144413.92
Yermakova,624,France,Male,80,3,0,1,1,65801.44
White,649,France,Female,35,4,108306.44,1,1,192486.24
Rounsevell,732,France,Female,48,4,102962.62,1,0,120852.85
Ts'ai,664,France,Female,36,0,103502.22,1,1,146191.82
Stoneman,789,France,Male,43,8,119654.44,0,1,148412.24
Yao,680,France,Male,33,10,183768.47,1,0,164119.35
Chukwukere,701,France,Male,37,1,0,1,0,163457.55
Ifeatu,684,France,Female,25,1,0,0,1,144978.47
Millar,586,France,Female,52,6,140900.97,1,1,67288.89
Igwebuike,522,France,Female,25,5,94049.92,1,0,103269
Obidimkpa,739,Spain,Female,27,8,98926.4,1,1,106969.98
Hou,835,France,Male,18,2,142872.36,1,1,117632.63
Moody,790,Spain,Male,29,3,46057.96,1,1,189777.66
Keldie,671,France,Female,48,6,119769.77,0,1,66032.65
Liu,560,France,Female,44,5,143244.97,1,0,98661.27
Ts'ao,651,France,Male,28,10,79562.98,1,1,74687.37
Walker,682,France,Male,69,6,0,0,1,149604.18
Defalco,808,France,Male,41,0,0,1,1,79888.78
Lo Duca,644,Spain,Male,26,8,96659.64,1,1,138775.69
Hyde,688,France,Male,29,1,0,1,0,154695.57
Kanayochukwu,617,France,Female,26,2,165947.99,0,1,168834.38
Yen,738,France,Male,33,4,92676.3,1,0,105817.63
Ts'ui,663,France,Male,45,5,83195.12,1,1,48682.1
Tillman,515,France,Male,48,5,129387.94,0,1,147955.91
Riley,845,France,Female,28,9,0,1,1,56185.98
Tu,639,Spain,Male,38,9,130233.14,1,1,81861.1
Ruiz,557,France,Female,32,3,123502.53,1,1,69826.8
Goliwe,543,France,Male,37,8,140894.06,1,1,118059.19
Balashov,585,France,Male,44,7,163867.86,1,1,112333.22
Leonard,610,France,Female,27,2,0,1,0,14546.76
Onyekaozulu,727,France,Female,18,2,93816.7,1,0,126172.11
Carpenter,540,Spain,Female,40,8,0,1,0,3560
Beede,418,France,Male,35,7,0,1,1,88878.15
Beneventi,660,France,Female,32,0,114668.89,1,0,84605
Sadlier,850,France,Male,38,5,146756.68,1,0,78268.61
Lewis,618,France,Female,46,6,150213.71,1,0,120668.46
Chiazagomekpele,642,France,Male,18,5,111183.53,0,1,10063.75
Elliott,850,France,Female,40,9,99816.46,1,1,163989.66
Liang,739,France,Male,34,9,0,1,0,60584.33
She,508,France,Female,41,5,0,1,1,94170.84
Bozeman,667,France,Male,41,6,0,0,0,167181.77
Yu,741,France,Female,60,5,0,1,1,38914.51
Teng,592,France,Male,29,7,0,1,1,91196.67
Davide,651,France,Female,45,6,86714.06,1,0,85869.89
Beneventi,773,Spain,Male,52,2,0,1,0,57337.79
Yobachukwu,850,Spain,Male,41,8,132838.07,1,1,175347.28
Douglas,550,France,Female,42,10,128707.31,1,0,63092.65
Egobudike,783,France,Male,40,6,0,1,0,109742.55
Shelby,777,France,Male,29,2,0,1,0,124489.88
Golubov,659,France,Male,29,6,123192.12,1,1,56971.41
Williamson,727,France,Male,46,3,115248.11,1,0,130752.01
Fan,603,France,Male,38,8,59360.77,1,1,191457.06
Nwebube,644,Spain,Male,37,9,0,1,1,96442.86
Bellucci,647,France,Female,35,6,112668.7,0,1,122584.29
Udinese,648,France,Female,37,7,138503.51,1,0,57215.85
Marian,721,Spain,Male,57,1,0,1,1,195940.96
Chizoba,524,France,Male,29,7,0,1,1,105448.74
McFarland,626,France,Female,34,3,0,1,1,37870.29
McDonald,569,France,Male,43,7,0,1,0,52534.81
Chiemezie,578,Spain,Male,36,1,157267.95,1,0,141533.19
Fane,769,France,Female,40,9,133871.05,1,1,50568.02
Marchesi,694,France,Male,31,4,141989.27,1,0,26116.82
Scott,664,France,Female,41,5,0,1,1,152054.33
H?,646,France,Male,38,7,0,1,0,1528.4
Craig,779,France,Female,29,3,46388.16,1,0,127939.26
Chikelu,782,France,Female,72,5,148666.99,1,0,2605.65
Caffyn,769,France,Male,34,7,115101.5,0,0,57841.89
Otitodilichukwu,655,France,Male,67,6,148363.38,1,1,186995.17
Green,623,Spain,Male,46,4,0,1,0,5549.11
Y?an,705,Spain,Female,39,8,144102.32,1,1,11682.36
Mao,686,France,Male,41,5,128876.71,1,1,106939.34
Dahlenburg,678,France,Male,36,6,118448.15,1,0,53172.02
Shih,738,France,Male,39,5,0,1,1,114388.98
Maclean,703,France,Male,28,9,0,0,1,2151.17
Fiorentino,554,Spain,Male,42,1,0,0,1,183492.9
Long,582,France,Female,38,9,135979.01,1,1,76582.95
Olson,644,France,Male,37,6,117271.8,1,0,104217.96
McKenzie,724,France,Male,29,4,0,1,0,8982.75
Rossi,593,France,Male,33,1,0,0,0,9984.4
Power,710,Spain,Female,30,10,0,1,0,19500.1
Yen,631,France,Male,35,8,129205.49,1,1,79146.36
Norris,739,Spain,Female,41,8,0,1,0,191694.77
Collier,644,Spain,Male,18,7,0,0,1,59645.24
Rivers,652,France,Male,35,7,104015.54,1,1,55207.88
Hudson,554,Spain,Male,37,3,0,1,0,166177.3
Milani,483,France,Female,30,9,0,0,0,136356.97
Hunt,669,France,Female,42,1,103873.39,1,0,148611.52
Oluchukwu,841,France,Female,52,3,112383.03,1,0,85516.37
Lorenzo,662,France,Male,34,2,117731.79,0,1,55120.79
Chidiegwu,821,France,Male,45,0,135827.33,1,1,131778.58
Warren,783,France,Male,38,9,114135.17,1,0,153269.98
Glover,850,France,Female,28,9,0,1,1,164864.67
Andersen,559,France,Male,62,6,118756.62,1,1,20367.68
Arcuri,602,Spain,Male,34,8,98382.72,1,0,39542
Mackinlay,563,France,Male,41,2,100520.92,1,1,19412.8
McCarthy,695,Spain,Female,35,7,79858.13,1,1,127977.66
Chiu,546,France,Female,20,6,0,0,1,20508.85
Norriss,719,France,Female,76,10,95052.29,1,0,176244.87
Moore,539,France,Male,42,1,177728.55,1,0,105013.63
Mott,632,France,Male,71,3,83116.68,1,1,27597.76
Ts'ai,772,France,Male,34,7,111565.91,1,1,121073.23
Fokina,708,Spain,Male,40,8,83015.71,1,0,101089.76
Nikitina,668,France,Female,28,1,124511.01,0,0,114258.18
Henry,738,France,Female,67,1,130652.52,0,1,22762.23
Chiefo,785,France,Male,55,5,0,1,1,7008.65
Mao,597,France,Male,61,5,0,1,1,81299.17
Bezrukova,531,France,Male,37,7,121854.45,1,0,147521.35
Dodd,509,France,Male,26,10,0,1,1,6177.83
Lori,508,France,Male,35,1,86893.28,0,0,59374.82
Yudina,749,France,Female,32,7,79523.13,0,1,157648.12
Conti,621,France,Female,55,7,131033.76,0,1,75685.59
Volkova,659,France,Female,33,7,89939.62,1,0,136540.09
Boni,634,France,Female,59,3,95727.05,0,0,97939.4
Ritchie,675,France,Male,39,7,0,0,1,36267.21
McMillan,770,France,Male,31,3,155047.56,1,1,186064.34
Phillips,736,France,Female,29,9,0,0,0,176152.7
Lombardi,524,France,Male,44,10,118569.03,0,0,82117.2
Ireland,674,France,Male,28,5,0,1,1,151925.25
Boan,700,Spain,Male,44,9,0,1,0,142287.65
Shao,741,France,Female,35,1,0,1,0,36557.55
Chiemenam,455,France,Male,40,1,0,0,1,129975.34
Hunter,608,Spain,Male,37,2,130461.02,1,0,21967.15
McKay,776,France,Male,36,1,0,1,0,53477.76
Roberts,635,France,Male,33,1,0,0,0,178067.33
Aitken,746,France,Female,37,4,0,0,1,171039.56
Chao,692,Spain,Female,47,3,0,1,0,150802.41
Bruce,683,Spain,Male,35,9,61172.04,0,0,82951.12
Chan,591,France,Female,35,2,90194.34,1,0,57064.57
Watts,581,France,Female,24,3,95508.2,1,1,45755
Gibbons,684,France,Male,35,3,99967.76,1,1,176882.08
Ni,561,Spain,Male,37,4,101470.29,0,1,88838.14
Jen,718,France,Female,33,4,70541.06,0,0,88592.8
Phillips,590,France,Male,31,8,112211.61,1,0,26261.42
Amaechi,573,France,Female,47,8,154543.98,1,0,29586.73
Maslow,350,France,Female,40,0,111098.85,1,1,172321.21
Rowley,504,France,Female,44,0,131873.07,1,1,158036.72
Chukwuemeka,813,Spain,Male,27,1,137275.36,0,1,115733.16
Bevan,641,Spain,Male,31,3,153316.14,1,0,59927.99
Topp,662,France,Female,22,9,0,1,1,44377.65
Burgoyne,497,Spain,Male,44,2,121250.04,0,1,79691.4
Yermakov,716,France,Male,31,8,109578.04,1,1,51503.51
Ts'ui,526,France,Female,37,5,53573.18,1,0,62830.97
Kodilinyechukwu,760,France,Female,34,6,58003.41,1,0,90346.1
K?,669,France,Female,31,6,113000.66,1,0,40467.82
Marino,655,France,Male,27,10,0,1,0,51620.94
Lucas,547,France,Female,49,2,0,0,0,65466.93
Anderson,648,France,Female,40,5,139973.65,1,1,667.66
Wei,790,France,Female,31,2,151290.16,1,1,172437.12
Baldwin,744,France,Female,50,1,121498.11,0,1,106061.47
Foster,761,Spain,Female,32,4,103515.39,1,1,177622.38
Gebhart,750,France,Female,35,3,0,1,0,191520.5
Fedorov,680,France,Male,34,9,0,1,1,95686.6
Robertson,704,Spain,Male,38,6,106687.76,1,0,173776.5
Tudawali,521,France,Female,41,2,0,1,1,113089.43
Iloerika,452,France,Female,35,8,0,1,1,149614.81
Onyemauchechukwu,695,France,Female,31,5,106089.2,0,0,99537.68
Muir,850,Spain,Male,71,10,69608.14,1,0,97893.4
Walker,625,France,Male,31,5,0,0,1,90.07
Charlton,608,France,Female,40,7,96202.32,0,0,161154.85
Tseng,715,France,Female,38,0,0,1,1,332.81
Ifeatu,834,Spain,Male,33,5,0,1,0,66285.18
Chin,469,France,Male,33,1,127818.52,1,0,163477.22
Blinova,480,France,Female,40,7,0,1,0,170332.67
Maconochie,527,France,Male,58,3,137318.42,1,1,126144.96
Ch'in,834,Spain,Male,34,5,0,0,0,53437.1
Nicholson,583,France,Female,40,4,55776.39,1,0,26920.43
Burgess,696,France,Male,32,4,84421.62,0,1,52314.71
Young,606,France,Male,32,5,83161.65,1,1,116885.59
Plumb,713,France,Female,39,10,0,1,1,126263.97
Trentino,821,France,Male,42,3,87807.29,1,1,64613.81
Allen,550,France,Female,30,4,0,1,0,89216.29
Benford,675,France,Female,39,6,0,0,0,83419.15
Gallo,748,Spain,Male,39,3,0,1,1,123998.52
Cobb,606,France,Male,40,9,95293.86,0,1,96985.58
Doherty,726,France,Male,30,7,92847.59,1,0,146154.06
Cocci,547,France,Male,30,6,0,1,1,18471.86
Macadam,758,Spain,Male,35,5,0,1,0,95009.6
Tychonoff,596,France,Male,37,2,0,0,1,121175.86
Johnson,720,Spain,Male,34,3,0,1,1,77047.78
Tu,674,France,Male,37,3,0,1,0,158049.9
Chidiebere,756,France,Female,32,4,0,1,0,147040.25
Pope,649,France,Male,78,4,68345.86,1,1,142566.75
Sutherland,613,France,Male,28,7,76656.4,1,1,185483.24
Beneventi,643,France,Male,62,9,0,0,0,155870.82
Jamieson,600,France,Male,31,8,0,1,1,121555.51
Simmons,735,Spain,Male,39,1,60374.98,1,0,40223.74
Chijioke,585,France,Female,34,1,0,1,1,75503.6
Iloerika,724,France,Male,33,4,88046.88,0,1,186942.49
Chia,635,Spain,Male,29,2,0,0,0,117173.8
Nwachinemelu,472,France,Male,19,9,0,1,0,3453.4
Becher,590,France,Male,36,1,0,1,0,48876.84
Romano,651,Spain,Female,63,8,129968.67,1,1,11830.53
Walker,686,France,Female,39,4,157731.6,1,0,162820.6
Chiawuotu,606,France,Male,32,6,0,0,1,36540.63
Watt,781,France,Male,33,3,89276.48,1,0,6959
Udegbunam,593,France,Male,45,4,138825.19,0,0,10828.78
Watson,793,France,Male,63,4,103729.79,1,1,80272.06
Bryant,791,France,Female,31,10,75499.24,1,0,22184.14
Ward,850,France,Male,68,5,169445.4,1,1,186335.07
Urban,698,France,Female,57,9,111359.55,1,0,105715.01
Sutherland,846,France,Female,34,10,142388.61,0,1,68393.64
K'ung,765,France,Male,42,4,123311.39,1,1,82868.34
Iweobiegbunam,574,Spain,Male,52,7,115532.52,1,0,196257.67
Wei,617,France,Female,51,10,167273.71,0,0,93439.75
Lascelles,581,France,Male,25,5,77886.53,1,0,150319.49
Ts'ao,710,France,Male,37,6,135795.63,0,1,46523.6
Mack,550,France,Male,32,8,97514.07,1,1,199138.84
Campbell,533,France,Male,51,6,127545.56,0,0,79559.02
Fiorentini,779,France,Male,49,9,106160.37,0,0,116893.87
Long,763,France,Female,23,2,0,1,0,153983.99
Lloyd,563,Spain,Female,36,4,143680.47,1,1,63531.19
Sneddon,678,Spain,Male,38,3,124483.53,1,0,126253.31
Gorshkov,644,Spain,Female,31,5,86006.3,1,1,73922.95
Forbes,682,France,Female,43,7,111094.05,1,1,64679.3
L?,625,France,Male,22,9,0,1,0,157072.91
Hopetoun,733,Spain,Male,36,1,0,0,1,108377.82
Lucchesi,512,France,Female,30,6,0,1,0,88827.31
Faria,642,France,Female,41,7,115171.71,1,1,37674.47
Yefremov,737,France,Female,22,10,111543.26,0,0,106327.85
Genovesi,575,France,Female,57,8,137936.94,1,1,84475.13
Marquez,543,France,Female,37,3,122304.65,0,0,33998.7
Trevisani,521,France,Male,41,8,120586.54,0,1,20491.15
Tung,637,France,Male,32,3,0,1,1,197827.06
Barnhill,714,France,Male,40,9,46520.69,1,1,96687.25
Marshall,726,Spain,Female,56,2,105473.74,1,1,46044.7
Bednall,680,Spain,Female,34,7,0,1,0,98949.85
Pan,812,France,Male,39,5,115730.71,1,1,185599.34
Ogg,757,Spain,Male,30,3,145396.49,0,1,198341.15
T'ang,710,Spain,Male,62,3,131078.42,1,0,119348.76
Baresi,516,France,Female,47,9,128298.74,0,0,149614.17
Obiajulu,803,France,Female,40,6,165526.71,1,0,12328.08
McGregor,560,France,Female,38,5,83714.41,1,1,33245.97
Lung,679,France,Female,36,3,0,1,1,2243.41
Jamieson,526,France,Male,32,7,125540.05,0,0,86786.41
Pinto,485,France,Male,41,2,100254.76,1,1,12706.67
Fallaci,625,France,Female,36,3,0,1,0,41295.1
Goliwe,773,Spain,Male,43,7,138150.57,1,1,177357.16
Ferri,530,France,Female,45,1,0,0,1,190663.89
Rowley,616,France,Female,43,7,95984.21,0,1,115262.54
Tretiakova,651,France,Male,23,10,0,1,1,170099.23
She,586,France,Male,38,2,136858.42,0,1,189143.94
Nebeolisa,607,France,Male,29,7,102609,1,0,163257.44
Young,724,Spain,Male,39,3,0,0,1,95562.81
Fitzgerald,733,France,Male,64,3,0,1,1,75272.63
Arnold,667,France,Male,70,3,77356.92,1,1,20881.96
Chidimma,700,France,Female,32,8,110923.15,1,1,161845.81
Wells,659,Spain,Male,78,2,151675.65,0,1,49978.67
Calzada,710,Spain,Male,22,8,0,1,0,107292.91
Black,760,France,Male,37,7,0,0,0,32863.24
Sopuluchukwu,677,France,Female,25,3,0,1,0,179608.96
Ts'ao,798,France,Female,29,8,80204.11,1,0,70223.22
Ukaegbunam,758,France,Male,35,7,0,1,0,77951.84
Wood,715,France,Male,45,4,0,1,1,55043.93
Furneaux,752,France,Male,32,9,115587.49,0,1,101677.46
Gresswell,586,France,Male,46,8,106968.96,1,1,79366.98
Ch'in,818,France,Male,36,4,0,1,1,8037.03
Ma,490,France,Female,41,0,139659.04,1,1,176254.12
Iweobiegbunam,610,France,Female,69,5,86038.21,0,0,192743.06
Marcelo,627,France,Male,24,5,102773.2,1,0,56793.02
Azubuike,533,France,Female,35,8,0,1,1,187900.12
Stewart,708,France,Female,51,8,70754.18,1,1,92920.04
Yen,681,France,Male,59,4,122781.51,0,1,140166.95
Hsieh,690,France,Male,21,8,0,1,1,155782.89
Chiedozie,656,France,Male,68,7,153545.11,1,1,186574.68
Shih,673,Spain,Male,40,1,121629.22,1,1,3258.6
Amechi,806,France,Male,36,8,167983.17,1,1,106714.28
Ko,648,Spain,Female,43,7,81153.82,1,1,144532.85
Chimezie,501,France,Male,35,6,99760.84,1,1,13591.52
Azubuike,556,France,Female,43,4,125890.72,1,1,74854.97
Aguirre,627,France,Female,27,2,0,1,0,125451.01
Lung,652,France,Male,31,2,119148.55,0,0,149740.22
Adams,807,France,Female,60,1,72948.58,1,1,17355.36
Castiglione,708,France,Male,21,8,133974.36,1,0,50294.09
Yao,619,France,Male,27,1,154483.98,1,0,156394.74
Morales,601,France,Male,40,10,98627.13,0,0,77977.69
Thomas,445,France,Male,64,2,136770.67,0,1,43678.06
Vasiliev,800,France,Male,39,4,95252.72,1,0,13906.34
Chukwueloka,554,France,Male,33,3,117413.95,1,1,12766.74
Ko,714,France,Male,54,4,137986.58,0,1,51308.54
Atkins,656,France,Male,44,10,143571.52,0,0,127444.14
Moffitt,520,France,Male,49,5,121197.64,1,0,72577.33
Panicucci,480,Spain,Male,39,5,121626.9,1,1,82438.13
Akobundu,660,France,Male,30,1,84440.1,1,1,60485.98
Chiu,532,France,Male,36,4,0,1,1,132798.78
Tsui,679,France,Male,42,1,0,0,0,71823.15
Yobanna,780,France,Female,26,3,140356.7,1,0,117144.15
Hollis,747,France,Male,29,7,0,1,1,141706.43
Cattaneo,705,France,Female,39,3,92224.56,1,1,54517.25
Lung,732,France,Female,43,9,0,1,0,183147.17
Angelo,515,Spain,Male,40,10,121355.99,1,0,138360.29
Folliero,816,France,Female,40,9,109003.26,1,1,79580.56
Bryant,641,France,Female,48,3,147341.43,1,1,157458.61
Weigel,509,France,Male,18,7,102983.91,1,0,171770.58
Ajuluchukwu,601,France,Female,49,4,96252.98,1,0,104263.82
Zhirov,527,France,Male,39,4,0,1,0,167183.07
Cox,455,France,Female,27,5,155879.09,0,0,70774.97
Chimaraoke,803,France,Male,34,4,142929.16,1,1,114869.56
Genovese,553,France,Male,32,7,64082.09,0,1,109159.58
Ohearn,724,France,Female,28,5,0,1,0,59351.68
Munroe,610,France,Female,45,1,0,1,1,199657.46
Morrison,559,Spain,Female,39,2,0,1,1,121151.1
Parkhill,825,France,Female,35,6,118336.95,1,0,26342.33
Y?,819,Spain,Female,28,8,168253.21,1,1,102799.14
Hilton,772,France,Female,42,0,101979.16,1,0,90928.48
Thompson,685,Spain,Male,23,5,164902.43,0,0,141152.28
Yobanna,506,France,Male,43,2,0,1,0,105568.6
Thorpe,642,France,Male,22,10,111812.52,1,1,183045.46
Harvey,627,Spain,Male,40,10,0,1,1,194792.42
Robinson,600,France,Male,30,2,119755,1,1,21852.91
Manna,653,France,Male,46,0,119556.1,1,0,78250.13
Li,762,Spain,Female,35,3,119349.69,1,1,47114.18
Hancock,569,Spain,Female,30,3,139528.23,1,1,33230.37
Hao,756,France,Male,40,1,94773.11,1,0,114279.63
Nicholls,673,France,Male,31,1,108345.22,0,1,38802.03
Folliero,637,France,Female,36,9,166939.88,1,1,72504.76
Trumbull,644,France,Male,33,7,174571.36,0,1,43943.09
Medvedeva,658,Spain,Male,35,9,71829.34,1,1,68141.92
Crist,649,France,Female,36,8,0,0,1,109179.89
Middleton,603,France,Female,39,9,76769.68,0,0,48224.72
Watts,820,France,Female,39,1,104614.29,1,0,61538.43
Udinese,712,Spain,Male,27,10,0,1,0,94544.88
Tretiakov,645,France,Female,31,1,128927.93,1,1,2850.01
O'Kane,705,France,Female,31,9,110941.93,1,0,163484.8
Vasilyeva,590,Spain,Female,29,10,99250.08,1,1,129629.41
Wei,631,France,Male,36,1,0,0,0,133141.34
Chinonyelum,604,France,Male,34,7,0,1,1,188078.55
Chin,643,Spain,Male,48,8,0,1,0,174729.3
Lorimer,690,Spain,Female,30,5,0,0,1,78700.03
Yeh,558,France,Male,31,7,0,1,0,198269.08
Duffy,637,France,Male,51,1,104682.83,1,0,55266.96
Onyekachukwu,648,France,Female,45,5,118886.55,0,0,51636.7
Banks,652,Spain,Male,28,8,156823.7,1,0,198251.52
Hughes,808,France,Male,39,3,124216.93,0,1,171442.36
Lai,551,France,Female,26,2,144258.52,1,0,49778.79
Matthews,711,France,Male,26,9,128793.63,1,0,19262.05
Bell,467,France,Male,28,10,126315.26,1,0,32349.29
Tu,789,Spain,Female,40,4,0,1,0,137402.27
Hsia,602,Spain,Male,33,5,0,0,1,64038.34
Cheng,576,France,Male,39,1,0,1,1,68814.23
Cheng,584,France,Male,38,1,115341.55,0,1,173632.92
Lin,593,France,Male,32,6,99162.29,1,0,128384.11
Higgins,705,France,Female,48,1,156848.13,1,1,99475.95
Chukwujekwu,595,France,Female,64,2,105736.32,1,1,89935.73
McKay,699,France,Female,41,1,200117.76,1,0,94142.35
Vincent,516,France,Female,46,6,62212.29,0,1,171681.86
Ubanwa,838,France,Male,31,2,0,1,0,8222.96
Ch'ien,587,France,Male,39,10,0,1,1,170409.45
T'ien,750,France,Male,38,5,151532.4,1,1,46555.15
Ricci,581,France,Male,39,1,121523.51,0,0,161655.55
McDowell,484,France,Male,41,5,0,1,1,74267.35
Maclean,576,Spain,Male,26,8,0,0,1,34101.06
Manna,567,France,Female,46,1,68238.51,1,1,109572.58
Jibunoh,638,Spain,Male,30,9,136808.53,1,1,106642.97
Fan,646,France,Male,24,0,92398.08,1,1,18897.29
Hsieh,658,France,Female,40,5,143566.12,1,1,189607.71
Parsons,590,Spain,Female,38,9,0,1,1,148750.16
Udinese,546,Spain,Male,25,7,127728.24,1,1,105279.74
Root,603,France,Female,34,9,0,1,0,167916.35
Chiemezie,619,Spain,Female,38,10,119658.49,1,1,8646.58
Toscani,678,France,Female,34,6,0,1,1,124592.84
Obidimkpa,459,France,Male,26,4,149879.66,0,0,50016.17
Degtyaryov,671,France,Male,28,8,119859.52,1,0,125422.66
Maclean,501,Spain,Male,43,6,104533.24,0,0,81123.59
Giordano,719,Spain,Male,37,10,145382.61,1,0,80408.59
Saad,681,Spain,Female,37,6,121231.39,1,1,146366.08
Lord,706,Spain,Male,24,2,141078.57,1,1,24402.87
Hope,763,France,Female,32,1,108465.65,1,0,60552.44
K?,716,France,Male,39,1,70657.61,1,1,76476.05
Bull,507,France,Male,40,3,120105.43,1,0,92075.01
Adams,678,France,Male,55,4,129646.91,1,1,184125.1
Brookes,775,France,Female,30,10,191091.74,1,1,96170.38
Victor,544,France,Male,38,8,0,1,1,98208.62
Giles,756,France,Male,27,8,0,1,1,157932.75
Ferrari,757,France,Female,43,5,131433.33,1,1,3497.43
Milne,742,France,Male,33,1,137937.95,1,1,51387.1
Parry,591,France,Male,49,3,0,1,0,50123.44
Allan,667,France,Male,24,4,0,0,0,180329.83
Warren,787,France,Male,32,4,0,1,1,13238.93
Rowntree,718,France,Female,43,0,93143.39,1,0,167554.86
Andrejew,521,France,Male,38,6,0,1,0,51454.06
Corby,607,Spain,Male,40,1,112544.45,1,1,19842.22
Kennedy,633,France,Female,34,3,123034.43,1,1,38315.04
Young,588,Spain,Male,37,2,0,0,1,187816.59
Poole,724,France,Female,33,9,119278.44,1,1,197148.24
Fletcher,720,France,Male,44,4,0,1,0,163471.01
Tsao,521,France,Male,39,7,0,0,1,653.58
Gilroy,620,Spain,Male,36,7,169312.72,1,0,45414.09
Onwuamaeze,505,France,Female,33,3,106506.77,1,0,45445.78
Manna,728,Spain,Female,43,8,128412.61,0,1,139024.31
Pisano,486,France,Male,62,9,118356.89,1,0,168034.83
Thorpe,584,France,Male,42,3,137479.13,1,0,25669.1
Dwyer,687,Spain,Female,40,1,0,1,0,8207.36
Okeke,771,France,Male,50,3,105229.72,1,1,16281.68
Zito,678,France,Male,41,2,148088.11,1,0,14083.12
Sergeyeva,751,France,Female,48,4,0,0,1,30165.06
Fang,670,France,Male,33,8,126679.69,1,1,39451.09
Flannagan,675,Spain,Male,31,2,90826.27,1,0,60270.87
Mao,684,Spain,Male,24,8,143582.89,1,1,22527.27
Sturdee,637,France,Female,21,10,125712.2,0,0,175072.47
